id,sku,ean,ean_uk,ean_it,ean_de,ean_fr,ean_es,ean_pt,ean_us,name,slug,width,length,height,frame_width,folded_up_height,folded_up_projection,folded_down_projection,frame_distance_from_ground,mounting_frame_height,maximum_mattress_depth,orientation,type,color,weight,stock,package_dimensions,pack_1,pack_2,pack_3,pack_4,price_gbp,price_euro,price_usd,sale_percent,sale_fix_gbp,sale_fix_euro,sale_fix_usd,sale_price_gbp,sale_price_euro,sale_price_usd,category,parent_category,sub_category,backorder,visibility,warranty,description,image,hover_image,product_images,product_image_alt,meta_title,meta_description,has_3d,created_at,updated_at
96,444888140200,5052699457560,5061099640015,5061099648912,5061099647755,5061099648332,5061099647175,5061099649490,5061118251666,European Double Long Vertical Studio MORPHY™ Bed,european-double-long-vertical-studio-morphy-bed-140x200,1400,2000,,1500,2035,400,2150,204,510,300,Vertical,Studio,Black,72,100,,110x52x20,146x27x17,152x48x15,,1399,1399,1399,,,,,,,,MORPHY™ Beds > Vertical > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",European Double Long Vertical Studio MORPHY™ Bed 140x200 Black,European Double Long Vertical Studio MORPHY™ Bed 140x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
97,444888150200,5016080375993,5061099640022,5061099648929,5061099647762,5061099648349,5061099647182,5061099649506,5061118251680,King Vertical Studio MORPHY™ Bed,king-vertical-studio-morphy-bed-150x200,1500,2000,,1600,2035,400,2150,204,510,300,Vertical,Studio,Black,78,100,,103x50x17,158x20x16,156x46x12,,1399,1399,1399,,,,,,,,MORPHY™ Beds > Vertical > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",King Vertical Studio MORPHY™ Bed 150x200 Black,King Vertical Studio MORPHY™ Bed 150x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
98,444888160200,5003772374634,5061099640039,5061099648936,5061099647779,5061099648356,5061099647199,5061099649513,5061118251703,European King Vertical Studio MORPHY™ Bed,european-king-vertical-studio-morphy-bed-160x200,1600,2000,,1700,2035,400,2150,204,510,300,Vertical,Studio,Black,78.5,100,,107x50x20,165x21x16,170x47x15,,1449,1449,1449,,,,,,,,MORPHY™ Beds > Vertical > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",European King Vertical Studio MORPHY™ Bed 160x200 Black,European King Vertical Studio MORPHY™ Bed 160x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
99,,5051054723201,,,,,,,,Super King Vertical Studio MORPHY™ Bed,super-king-vertical-studio-morphy-bed-180x200,1800,2000,,1800,2035,400,2150,204,510,300,Vertical,Studio,Black,,100,,,,,,1499,1499,1499,,,,,,,,MORPHY™ Beds > Vertical > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Super King Vertical Studio MORPHY™ Bed 180x200 Black,Super King Vertical Studio MORPHY™ Bed 180x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
100,,5079904105448,,,,,,,,Super King XL Vertical Studio MORPHY™ Bed,super-king-xl-vertical-studio-morphy-bed-192x200,1920,2000,,2020,2035,400,2150,204,510,300,Vertical,Studio,Black,67,100,,105x50x18,143x18x17,98x18x17,47x45x12,1549,1549,1549,,,,,,,,MORPHY™ Beds > Vertical > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Super King XL Vertical Studio MORPHY™ Bed 192x200 Black,Super King XL Vertical Studio MORPHY™ Bed 192x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.317551+00,2026-08-25 08:58:00.317551+00
101,,5010474277123,,,,,,,,Super King XXL Vertical Studio MORPHY™ Bed,super-king-xxl-vertical-studio-morphy-bed-200x200,2000,2000,,2120,2035,400,2150,204,510,300,Vertical,Studio,Black,,100,,,,,,1599,1599,1599,,,,,,,,MORPHY™ Beds > Vertical > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Super King XXL Vertical Studio MORPHY™ Bed 200x200 Black,Super King XXL Vertical Studio MORPHY™ Bed 200x200,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.439854+00,2026-08-25 08:58:00.439854+00
102,,5006033709735,,,,,,,,Small Single Horizontal Studio MORPHY™ Bed,small-single-horizontal-studio-morphy-bed-190x76,1900,760,,2000,795,400,910,204,510,300,Horizontal,Studio,Black,,100,,,,,,999,999,999,,,,,,,,MORPHY™ Beds > Horizontal > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Small Single Horizontal Studio MORPHY™ Bed 190x76 Black,Small Single Horizontal Studio MORPHY™ Bed 190x76,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.439854+00,2026-08-25 08:58:00.439854+00
103,44488819080,5089849073842,5061118252410,,,,,,,Small Single XL Horizontal Studio MORPHY™ Bed,small-single-xl-horizontal-studio-morphy-bed-190x80,1900,800,,2000,835,400,950,204,510,300,Horizontal,Studio,Black,,100,,,,,,1099,1099,1099,,,,,,,,MORPHY™ Beds > Horizontal > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Small Single XL Horizontal Studio MORPHY™ Bed 190x80 Black,Small Single XL Horizontal Studio MORPHY™ Bed 190x80,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.439854+00,2026-08-25 08:58:00.439854+00
104,44488820080,5044332274866,5061099640046,5061099648943,5061099647786,5061099648363,5061099647205,5061099649520,5061118251512,Small Single XL Long Horizontal Studio MORPHY™ Bed,small-single-xl-long-horizontal-studio-morphy-bed-200x80,2000,800,,2100,835,400,950,204,510,300,Horizontal,Studio,Black,,100,,,,,,1099,1099,1099,,,,,,,,MORPHY™ Beds > Horizontal > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Small Single XL Long Horizontal Studio MORPHY™ Bed 200x80 Black,Small Single XL Long Horizontal Studio MORPHY™ Bed 200x80,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.439854+00,2026-08-25 08:58:00.439854+00
105,44488819090,5013839624443,5061099640053,5061099648950,5061099647793,5061099648370,5061099647212,5061099649537,5061118251536,Single Horizontal Studio MORPHY™ Bed,single-horizontal-studio-morphy-bed-190x90,1900,900,,2000,935,400,1050,204,510,300,Horizontal,Studio,Black,,100,,,,,,1099,1099,1099,,,,,,,,MORPHY™ Beds > Horizontal > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Single Horizontal Studio MORPHY™ Bed 190x90 Black,Single Horizontal Studio MORPHY™ Bed 190x90,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.439854+00,2026-08-25 08:58:00.439854+00
106,44488820090,5095572147754,5061099640060,5061099648967,5061099647809,5061099648387,5061099647229,5061099649544,5061118251550,European Single Horizontal Studio MORPHY™ Bed,european-single-horizontal-studio-morphy-bed-200x90,2000,900,,2100,935,400,1050,204,510,300,Horizontal,Studio,Black,53,100,,55x44x24,140x20x15,100x45x14,,1099,1099,1099,,,,,,,,MORPHY™ Beds > Horizontal > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",European Single Horizontal Studio MORPHY™ Bed 200x90 Black,European Single Horizontal Studio MORPHY™ Bed 200x90,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.439854+00,2026-08-25 08:58:00.439854+00
107,,5093664679725,,,,,,,,European Single XL Horizontal Studio MORPHY™ Bed,european-single-xl-horizontal-studio-morphy-bed-190x96,1900,960,,2000,995,400,1110,204,510,300,Horizontal,Studio,Black,53,100,,55x44x24,140x20x15,110x45x14,,1149,1149,1149,,,,,,,,MORPHY™ Beds > Horizontal > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",European Single XL Horizontal Studio MORPHY™ Bed 190x96 Black,European Single XL Horizontal Studio MORPHY™ Bed 190x96,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.439854+00,2026-08-25 08:58:00.439854+00
108,,5072645171261,,,,,,,,European Single XL Long Horizontal Studio MORPHY™ Bed,european-single-xl-long-horizontal-studio-morphy-bed-200x96,2000,960,,2100,995,400,1110,204,510,300,Horizontal,Studio,Black,,100,,,,,,1149,1149,1149,,,,,,,,MORPHY™ Beds > Horizontal > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",European Single XL Long Horizontal Studio MORPHY™ Bed 200x96 Black,European Single XL Long Horizontal Studio MORPHY™ Bed 200x96,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.439854+00,2026-08-25 08:58:00.439854+00
109,444888190100,5045979762830,5061118252434,,,,,,,Single XL Horizontal Studio MORPHY™ Bed,single-xl-horizontal-studio-morphy-bed-190x100,1900,1000,,2000,1035,400,1150,204,510,300,Horizontal,Studio,Black,,100,,,,,,1149,1149,1149,,,,,,,,MORPHY™ Beds > Horizontal > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Single XL Horizontal Studio MORPHY™ Bed 190x100 Black,Single XL Horizontal Studio MORPHY™ Bed 190x100,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.439854+00,2026-08-25 08:58:00.439854+00
110,444888200100,5053064184172,5061099640077,5061099648974,5061099647816,5061099648394,5061099647236,5061099649551,5061118251574,Single XL Long Horizontal Studio MORPHY™ Bed,single-xl-long-horizontal-studio-morphy-bed-200x100,2000,1000,,2100,1035,400,1150,204,510,300,Horizontal,Studio,Black,,100,,,,,,1149,1149,1149,,,,,,,,MORPHY™ Beds > Horizontal > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Single XL Long Horizontal Studio MORPHY™ Bed 200x100 Black,Single XL Long Horizontal Studio MORPHY™ Bed 200x100,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.439854+00,2026-08-25 08:58:00.439854+00
111,444888190120,5036488678213,5061099640084,5061099648981,5061099647823,5061099648400,5061099647243,5061099649568,5061118251598,Small Double Horizontal Studio MORPHY™ Bed,small-double-horizontal-studio-morphy-bed-190x120,1900,1200,,2000,1235,400,1350,204,510,300,Horizontal,Studio,Black,,100,,,,,,1199,1199,1199,,,,,,,,MORPHY™ Beds > Horizontal > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",Small Double Horizontal Studio MORPHY™ Bed 190x120 Black,Small Double Horizontal Studio MORPHY™ Bed 190x120,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.439854+00,2026-08-25 08:58:00.439854+00
112,444888200120,5054211687697,5061099640091,5061099648998,5061099647830,5061099648417,5061099647250,5061099649575,5061118251611,European Small Double Horizontal Studio MORPHY™ Bed,european-small-double-horizontal-studio-morphy-bed-200x120,2000,1200,,2100,1235,400,1350,204,510,300,Horizontal,Studio,Black,74,100,,115x51x22,155x27x17,135x45x20,,1199,1199,1199,,,,,,,,MORPHY™ Beds > Horizontal > Studio,beds,Studio,true,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp,/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp,"[""/product-images/MORPHY-Bed-Vertical-Classic-200x200-6.webp"",""/product-images/MORPHY-Bed-Vertical-Classic-200x200-2-mattress.webp"",""/product-images/morphy-integrated/160x200-4.jpg"",""/product-images/morphy-integrated/160x200-6.jpg"",""/product-images/morphy-integrated/160x200-8.jpg""]",European Small Double Horizontal Studio MORPHY™ Bed 200x120 Black,European Small Double Horizontal Studio MORPHY™ Bed 200x120,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",false,2026-08-25 08:58:00.439854+00,2026-08-25 08:58:00.439854+00
