ID,EAN,Name,Width,Length,Height,Frame width,Folded up height,Folded up projection,Folded down projection,Frame distance from ground,Mounting frame height,Maximum mattress depth,Orientation,Type,Color,Weight,Stock,Package Dimensions,Price GBP,Price EURO,Price USD,Sale Percent,Sale Fix GBP,Sale Fix EURO,Sale Fix USD,Sale Price GBP,Sale Price EURO,Sale Price USD,Category,Backorder,Visibility,Warranty,Description,Product Images,Product Image Alt,Slug,Meta Title,Meta Description
51,5027504847137,European Single XL Long Vertical Classic MORPHY™ Bed,960,2000,,1060,2035,400,2150,204,510,300,Vertical,Classic,Black,,100,,799,,,,,,,,,,MORPHY™ Beds > Vertical > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Single XL Long Vertical Classic MORPHY™ Bed 96x200 Black,european-single-xl-long-vertical-classic-morphy-bed-96x200,European Single XL Long Vertical Classic MORPHY™ Bed 96x200,European Single XL Long Vertical Classic MORPHY™ Bed 96x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to Shop now!
52,5007706935046,Single XL Vertical Classic MORPHY™ Bed,1000,1900,,1100,1935,400,2050,204,510,300,Vertical,Classic,Black,,100,,799,,,,,,,,,,MORPHY™ Beds > Vertical > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Single XL Vertical Classic MORPHY™ Bed 100x190 Black,single-xl-vertical-classic-morphy-bed-100x190,Single XL Vertical Classic MORPHY™ Bed 100x190,Single XL Vertical Classic MORPHY™ Bed 100x190 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spa Shop now!
53,5066907490241,Single XL Long Vertical Classic MORPHY™ Bed,1000,2000,,1100,2035,400,2150,204,510,300,Vertical,Classic,Black,,100,,799,,,,,,,,,,MORPHY™ Beds > Vertical > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Single XL Long Vertical Classic MORPHY™ Bed 100x200 Black,single-xl-long-vertical-classic-morphy-bed-100x200,Single XL Long Vertical Classic MORPHY™ Bed 100x200,Single XL Long Vertical Classic MORPHY™ Bed 100x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changin Shop now!
54,5093003394175,Small Double Vertical Classic MORPHY™ Bed,1200,1900,,1300,1935,400,2050,204,510,300,Vertical,Classic,Black,,100,,849,,,,,,,,,,MORPHY™ Beds > Vertical > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Small Double Vertical Classic MORPHY™ Bed 120x190 Black,small-double-vertical-classic-morphy-bed-120x190,Small Double Vertical Classic MORPHY™ Bed 120x190,Small Double Vertical Classic MORPHY™ Bed 120x190 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing  Shop now!
55,5013445622576,European Small Double Vertical Classic MORPHY™ Bed,1200,2000,,1300,2035,400,2150,204,510,300,Vertical,Classic,Black,,100,,849,,,,,,,,,,MORPHY™ Beds > Vertical > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Small Double Vertical Classic MORPHY™ Bed 120x200 Black,european-small-double-vertical-classic-morphy-bed-120x200,European Small Double Vertical Classic MORPHY™ Bed 120x200,European Small Double Vertical Classic MORPHY™ Bed 120x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to  Shop now!
56,5099944007892,Double Vertical Classic MORPHY™ Bed,1350,1900,,1450,1935,400,2050,204,510,300,Vertical,Classic,Black,,100,,899,,,,,,,,,,MORPHY™ Beds > Vertical > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Double Vertical Classic MORPHY™ Bed 135x190 Black,double-vertical-classic-morphy-bed-135x190,Double Vertical Classic MORPHY™ Bed 135x190,Double Vertical Classic MORPHY™ Bed 135x190 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces Shop now!
57,5072439879472,European Double Vertical Classic MORPHY™ Bed,1400,1900,,1500,1935,400,2050,204,510,300,Vertical,Classic,Black,,100,,899,,,,,,,,,,MORPHY™ Beds > Vertical > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Double Vertical Classic MORPHY™ Bed 140x190 Black,european-double-vertical-classic-morphy-bed-140x190,European Double Vertical Classic MORPHY™ Bed 140x190,European Double Vertical Classic MORPHY™ Bed 140x190 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changi Shop now!
58,5050928917246,European Double Long Vertical Classic MORPHY™ Bed,1400,2000,,1500,2035,400,2150,204,510,300,Vertical,Classic,Black,,100,,949,,,,,,,,,,MORPHY™ Beds > Vertical > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Double Long Vertical Classic MORPHY™ Bed 140x200 Black,european-double-long-vertical-classic-morphy-bed-140x200,European Double Long Vertical Classic MORPHY™ Bed 140x200,European Double Long Vertical Classic MORPHY™ Bed 140x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to c Shop now!
59,5095430262885,King Vertical Classic MORPHY™ Bed,1500,2000,,1600,2035,400,2150,204,510,300,Vertical,Classic,Black,,100,,999,,,,,,,,,,MORPHY™ Beds > Vertical > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,King Vertical Classic MORPHY™ Bed 150x200 Black,king-vertical-classic-morphy-bed-150x200,King Vertical Classic MORPHY™ Bed 150x200,King Vertical Classic MORPHY™ Bed 150x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces a Shop now!
60,5000826346657,European King Vertical Classic MORPHY™ Bed,1600,2000,,1700,2035,400,2150,204,510,300,Vertical,Classic,Black,,100,,999,,,,,,,,,,MORPHY™ Beds > Vertical > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European King Vertical Classic MORPHY™ Bed 160x200 Black,european-king-vertical-classic-morphy-bed-160x200,European King Vertical Classic MORPHY™ Bed 160x200,European King Vertical Classic MORPHY™ Bed 160x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing Shop now!
61,5029303189344,Super King Vertical Classic MORPHY™ Bed,1800,2000,,1800,2035,400,2150,204,510,300,Vertical,Classic,Black,,100,,1199,,,,,,,,,,MORPHY™ Beds > Vertical > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Super King Vertical Classic MORPHY™ Bed 180x200 Black,super-king-vertical-classic-morphy-bed-180x200,Super King Vertical Classic MORPHY™ Bed 180x200,Super King Vertical Classic MORPHY™ Bed 180x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing sp Shop now!
62,5076755472394,Super King XL Vertical Classic MORPHY™ Bed,1920,2000,,2020,2035,400,2150,204,510,300,Vertical,Classic,Black,,100,,1249,,,,,,,,,,MORPHY™ Beds > Vertical > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Super King XL Vertical Classic MORPHY™ Bed 192x200 Black,super-king-xl-vertical-classic-morphy-bed-192x200,Super King XL Vertical Classic MORPHY™ Bed 192x200,Super King XL Vertical Classic MORPHY™ Bed 192x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing Shop now!
63,5039786248854,Super King XXL Vertical Classic MORPHY™ Bed,2000,2000,,2120,2035,400,2150,204,510,300,Vertical,Classic,Black,,100,,1299,,,,,,,,,,MORPHY™ Beds > Vertical > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Super King XXL Vertical Classic MORPHY™ Bed 200x200 Black,super-king-xxl-vertical-classic-morphy-bed-200x200,Super King XXL Vertical Classic MORPHY™ Bed 200x200,Super King XXL Vertical Classic MORPHY™ Bed 200x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changin Shop now!
64,5017205882208,Small Single Horizontal Classic MORPHY™ Bed,1900,760,,2000,795,400,910,204,510,300,Horizontal,Classic,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Small Single Horizontal Classic MORPHY™ Bed 190x76 Black,small-single-horizontal-classic-morphy-bed-190x76,Small Single Horizontal Classic MORPHY™ Bed 190x76,Small Single Horizontal Classic MORPHY™ Bed 190x76 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing Shop now!
65,5051329972607,Small Single XL Horizontal Classic MORPHY™ Bed,1900,800,,2000,835,400,950,204,510,300,Horizontal,Classic,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Small Single XL Horizontal Classic MORPHY™ Bed 190x80 Black,small-single-xl-horizontal-classic-morphy-bed-190x80,Small Single XL Horizontal Classic MORPHY™ Bed 190x80,Small Single XL Horizontal Classic MORPHY™ Bed 190x80 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to chang Shop now!
66,5041916640992,Small Single XL Long Horizontal Classic MORPHY™ Bed,2000,800,,2100,835,400,950,204,510,300,Horizontal,Classic,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Small Single XL Long Horizontal Classic MORPHY™ Bed 200x80 Black,small-single-xl-long-horizontal-classic-morphy-bed-200x80,Small Single XL Long Horizontal Classic MORPHY™ Bed 200x80,Small Single XL Long Horizontal Classic MORPHY™ Bed 200x80 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to  Shop now!
67,5095725883341,Single Horizontal Classic MORPHY™ Bed,1900,900,,2000,935,400,1050,204,510,300,Horizontal,Classic,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Single Horizontal Classic MORPHY™ Bed 190x90 Black,single-horizontal-classic-morphy-bed-190x90,Single Horizontal Classic MORPHY™ Bed 190x90,Single Horizontal Classic MORPHY™ Bed 190x90 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing space Shop now!
68,5013311542889,European Single Horizontal Classic MORPHY™ Bed,2000,900,,2100,935,400,1050,204,510,300,Horizontal,Classic,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Single Horizontal Classic MORPHY™ Bed 200x90 Black,european-single-horizontal-classic-morphy-bed-200x90,European Single Horizontal Classic MORPHY™ Bed 200x90,European Single Horizontal Classic MORPHY™ Bed 200x90 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to chang Shop now!
69,5042321943610,European Single XL Horizontal Classic MORPHY™ Bed,1900,960,,2000,995,400,1110,204,510,300,Horizontal,Classic,Black,,100,,799,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Single XL Horizontal Classic MORPHY™ Bed 190x96 Black,european-single-xl-horizontal-classic-morphy-bed-190x96,European Single XL Horizontal Classic MORPHY™ Bed 190x96,European Single XL Horizontal Classic MORPHY™ Bed 190x96 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to ch Shop now!
70,5014383568957,European Single XL Long Horizontal Classic MORPHY™ Bed,2000,960,,2100,995,400,1110,204,510,300,Horizontal,Classic,Black,,100,,799,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Single XL Long Horizontal Classic MORPHY™ Bed 200x96 Black,european-single-xl-long-horizontal-classic-morphy-bed-200x96,European Single XL Long Horizontal Classic MORPHY™ Bed 200x9,European Single XL Long Horizontal Classic MORPHY™ Bed 200x96 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt  Shop now!
71,5099737932982,Single XL Horizontal Classic MORPHY™ Bed,1900,1000,,2000,1035,400,1150,204,510,300,Horizontal,Classic,Black,,100,,799,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Single XL Horizontal Classic MORPHY™ Bed 190x100 Black,single-xl-horizontal-classic-morphy-bed-190x100,Single XL Horizontal Classic MORPHY™ Bed 190x100,Single XL Horizontal Classic MORPHY™ Bed 190x100 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing s Shop now!
72,5083244812070,Single XL Long Horizontal Classic MORPHY™ Bed,2000,1000,,2100,1035,400,1150,204,510,300,Horizontal,Classic,Black,,100,,799,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Single XL Long Horizontal Classic MORPHY™ Bed 200x100 Black,single-xl-long-horizontal-classic-morphy-bed-200x100,Single XL Long Horizontal Classic MORPHY™ Bed 200x100,Single XL Long Horizontal Classic MORPHY™ Bed 200x100 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to chang Shop now!
73,5015464343561,Small Double Horizontal Classic MORPHY™ Bed,1900,1200,,2000,1235,400,1350,204,510,300,Horizontal,Classic,Black,,100,,849,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Small Double Horizontal Classic MORPHY™ Bed 190x120 Black,small-double-horizontal-classic-morphy-bed-190x120,Small Double Horizontal Classic MORPHY™ Bed 190x120,Small Double Horizontal Classic MORPHY™ Bed 190x120 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing Shop now!
74,5066674652201,European Small Double Horizontal Classic MORPHY™ Bed,2000,1200,,2100,1235,400,1350,204,510,300,Horizontal,Classic,Black,,100,,849,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Small Double Horizontal Classic MORPHY™ Bed 200x120 Black,european-small-double-horizontal-classic-morphy-bed-200x120,European Small Double Horizontal Classic MORPHY™ Bed 200x120,European Small Double Horizontal Classic MORPHY™ Bed 200x120 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt t Shop now!
75,5040121899165,Double Horizontal Classic MORPHY™ Bed,1900,1350,,2000,1385,400,1500,204,510,300,Horizontal,Classic,Black,,100,,899,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Double Horizontal Classic MORPHY™ Bed 190x135 Black,double-horizontal-classic-morphy-bed-190x135,Double Horizontal Classic MORPHY™ Bed 190x135,Double Horizontal Classic MORPHY™ Bed 190x135 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spac Shop now!
76,5003537483783,European Double Horizontal Classic MORPHY™ Bed,1900,1400,,2000,1435,400,1550,204,510,300,Horizontal,Classic,Black,,100,,899,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Double Horizontal Classic MORPHY™ Bed 190x140 Black,european-double-horizontal-classic-morphy-bed-140x190,European Double Horizontal Classic MORPHY™ Bed 190x140,European Double Horizontal Classic MORPHY™ Bed 190x140 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to chan Shop now!
77,5078499662930,European Double Long Horizontal Classic MORPHY™ Bed,2000,1400,,2100,1435,400,1550,204,510,300,Horizontal,Classic,Black,,100,,949,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Double Long Horizontal Classic MORPHY™ Bed 200x140 Black,european-double-long-horizontal-classic-morphy-bed-200x140,European Double Long Horizontal Classic MORPHY™ Bed 200x140,European Double Long Horizontal Classic MORPHY™ Bed 200x140 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to Shop now!
78,5032593484071,King Horizontal Classic MORPHY™ Bed,2000,1500,,2100,1535,400,1650,204,510,300,Horizontal,Classic,Black,,100,,999,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,King Horizontal Classic MORPHY™ Bed 200x150 Black,king-horizontal-classic-morphy-bed-200x150,King Horizontal Classic MORPHY™ Bed 200x150,King Horizontal Classic MORPHY™ Bed 200x150 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces Shop now!
79,5082375941238,European King Horizontal Classic MORPHY™ Bed,2000,1600,,2100,1635,400,1750,204,510,300,Horizontal,Classic,Black,,100,,999,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European King Horizontal Classic MORPHY™ Bed 200x160 Black,european-king-horizontal-classic-morphy-bed-200x160,European King Horizontal Classic MORPHY™ Bed 200x160,European King Horizontal Classic MORPHY™ Bed 200x160 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changi Shop now!
80,5060745380402,Super King Horizontal Classic MORPHY™ Bed,2000,1800,,2100,1835,400,1950,204,510,300,Horizontal,Classic,Black,,100,,1199,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Super King Horizontal Classic MORPHY™ Bed 200x180 Black,super-king-horizontal-classic-morphy-bed-200x180,Super King Horizontal Classic MORPHY™ Bed 200x180,Super King Horizontal Classic MORPHY™ Bed 200x180 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing  Shop now!
81,5089717505932,Super King XL Horizontal Classic MORPHY™ Bed,2000,1920,,2100,1955,400,2070,204,510,300,Horizontal,Classic,Black,,100,,1249,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Super King XL Horizontal Classic MORPHY™ Bed 200x192 Black,super-king-xl-horizontal-classic-morphy-bed-200x192,Super King XL Horizontal Classic MORPHY™ Bed 200x192,Super King XL Horizontal Classic MORPHY™ Bed 200x192 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changi Shop now!
82,5088967658873,Super King XXL Horizontal Classic MORPHY™ Bed,2000,2000,,2100,2035,400,2150,204,510,300,Horizontal,Classic,Black,,100,,1299,,,,,,,,,,MORPHY™ Beds > Horizontal > Classic,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Super King XXL Horizontal Classic MORPHY™ Bed 200x200 Black,super-king-xxl-horizontal-classic-morphy-bed-200x200,Super King XXL Horizontal Classic MORPHY™ Bed 200x200,Super King XXL Horizontal Classic MORPHY™ Bed 200x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to chang Shop now!
83,5021872208897,Small Single Vertical Studio MORPHY™ Bed,760,1900,,860,1935,400,2050,204,510,300,Vertical,Studio,Black,,100,,999,,,,,,,,,,MORPHY™ Beds > Vertical > Studio,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Small Single Vertical Studio MORPHY™ Bed 76x190 Black,small-single-vertical-studio-morphy-bed-76x190,Small Single Vertical Studio MORPHY™ Bed 76x190,Small Single Vertical Studio MORPHY™ Bed 76x190 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing sp Shop now!
84,5099930668179,Small Single XL Vertical Studio MORPHY™ Bed,800,1900,,900,1935,400,2050,204,510,300,Vertical,Studio,Black,,100,,1099,,,,,,,,,,MORPHY™ Beds > Vertical > Studio,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Small Single XL Vertical Studio MORPHY™ Bed 80x190 Black,small-single-xl-vertical-studio-morphy-bed-80x190,Small Single XL Vertical Studio MORPHY™ Bed 80x190,Small Single XL Vertical Studio MORPHY™ Bed 80x190 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing Shop now!
